"specimen","country","region","species","habit","general_habit","habitat","general_habitat","ab_papillae_long_cells_stomatal","ab_papillae_long_cells_interstomatal","ab_bifurcated_papillae_long_cells_stomatal","ab_bifurcated_papillae_long_cells_interstomatal","ab_branch_papillae_long_cells_stomatal","ab_branch_papillae_long_cells_interstomatal","ab_prickle","ab_bimicro","ab_macro","ab_bilobate_intercostal","ab_ridged_saddle_intercostal","ab_smooth_saddle_intercostal","ab_vertically_elongated_rounded_intercostal","ab_reniform_intercostal","ab_nodular_intercostal","ab_bilobate_costal","ab_ridged_saddle_costal","ab_smooth_saddle_costal","ab_vertically_elongated_rounded_costal","ab_reniform_costal","ab_nodular_costal","ab_triangular_sub_cells","ab_dome_sub_cells","ab_parallel_sub_cells","ad_stomata","ad_stomata_freq","ad_papillae_long_cells_stomatal","ad_papillae_long_cells_interstomatal","ad_bifurcated_papillae_long_cells_stomatal","ad_bifurcated_papillae_long_cells_interstomatal","ad_branch_papillae_long_cells_stomatal","ad_branch_papillae_long_cells_interstomatal","ad_papillae_overarch","ad_papillae_bulliform","ad_prickle","ad_bimicro","ad_macro","ad_bilobate_intercostal","ad_ridged_saddle_intercostal","ad_smooth_saddle_intercostal","ad_vertically_elongated_rounded_intercostal","ad_reniform_intercostal","ad_nodular_intercostal","ad_bilobate_costal","ad_ridged_saddle_costal","ad_smooth_saddle_costal","ad_vertically_elongated_rounded_costal","ad_reniform_costal","ad_nodular_costal","ad_triangular_sub_cells","ad_dome_sub_cells","ad_parallel_sub_cells"
"g_virgata_clark_and_morel_710","brazil","eastern_south_america","g_virgata","small_arching","small_arching","savanna","savanna","1","1","1","1","1","0","1","1","1","1","0","1","1","0","0","0","0","1","0","1","0","0","1","1","1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","x","x","x"
"g_weberbaueri_calderon_and_soderstrom_2286","brazil","eastern_south_america","g_weberbaueri","leaning_climbing","erect_or_climbing","forest","general_forest","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","0","0","0","1","1","0","1","1","0","0","0","0","0","0","x","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0"
"g_weberbaueri_gentry_43256","peru","andes","g_weberbaueri","leaning_climbing","erect_or_climbing","forest","general_forest","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","1","0","1","1","0","1","1","1","0","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","x","x","x"
"g_weberbaueri_hanson_sn","bolivia","eastern_south_america","g_weberbaueri","leaning_climbing","erect_or_climbing","forest","general_forest","1","1","1","1","0","1","1","1","1","1","0","0","1","0","0","0","1","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0","x","0","0","1","1","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0"
"g_weberbaueri_londono_625","brazil","eastern_south_america","g_weberbaueri","leaning_climbing","erect_or_climbing","forest","general_forest","1","1","1","1","0","0","1","1","1","1","0","0","1","1","0","1","0","1","0","0","0","1","1","0","1","1","0","0","0","0","0","0","x","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1","0","0","1","0"
"g_weberbaueri_mcclure_21435","peru","andes","g_weberbaueri","leaning_climbing","erect_or_climbing","forest","general_forest","1","1","0","1","0","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0","x","0","0","1","0","1","0","0","1","1","1","1","0","1","1","1","1","0","1","0"
"g_weberbaueri_smith_et_al_6424","peru","andes","g_weberbaueri","leaning_climbing","erect_or_climbing","forest","general_forest","1","1","1","1","0","1","1","1","1","1","0","0","0","1","1","0","1","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0","x","0","1","1","0","1","0","0","1","0","1","1","0","1","0","1","0","1","1","0"
"g_weberbaueri_stannard_451","venezuela","eastern_south_america","g_weberbaueri","leaning_climbing","erect_or_climbing","forest","general_forest","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","1","1","0","0","0","0","1","1","0","x","0","0","0","0","0","0","x","0","0","1","1","1","0","0","0","1","1","1","1","1","0","0","0","x","x","x"
"g_weberbaueri_wasshausen_and_encarnacion_760","peru","andes","g_weberbaueri","leaning_climbing","erect_or_climbing","forest","general_forest","1","1","1","1","1","1","1","1","0","1","0","0","0","1","1","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","x","0","0","1","0","1","0","0","0","1","0","1","0","1","0","1","0","0","1","0"
"unknown_g_aff_paraguayana_londono_759","brazil","eastern_south_america","g_aff_paraguayana","big_erect","erect_or_climbing","forest","general_forest","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","1","1","0","1","1","1","0","x","x","x"
"unknown_g_aff_trinii_clark_and_windisch_872","brazil","eastern_south_america","g_aff_trinii","small_arching","small_arching","forest","general_forest","1","1","1","1","0","1","0","1","1","0","0","1","1","1","0","0","1","1","0","0","0","0","1","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","x","x","x"
"unknown_g_aff_virgata_irwin_and_soderstrom_6714","brazil","eastern_south_america","g_aff_virgata","small_arching","small_arching","savanna","savanna","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","1","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0","x","0","0","0","1","1","0","1","1","1","1","1","0","1","0","0","0","0","1","0"
"unknown_g_aff_virgata_londono_768","brazil","eastern_south_america","g_aff_virgata","small_arching","small_arching","savanna","savanna","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","x","1","0","0","0","1","0","1","0","1","0","1","1","1","0","0","0","0","1","0"
"unknown_g_aff_weberbaueri_renvoize_4671","bolivia","eastern_south_america","g_aff_weberbaueri","leaning_climbing","erect_or_climbing","forest","general_forest","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","x","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","0","0","1","0"
